r1,r2,r3,r4,r5,r6,r7,r8,label
752739,502179,120526,40393,161256,100577,30060,85339,-1
1385483,241942,92252,108164,35270,104442,135386,10452,-1
1070196,277762,274042,175796,54852,30412,42321,25613,-1
2132839,224498,29243,70700,78018,55586,9964,4305,-1
962200,95476,289137,18669,17082,31891,15876,7197,-1
962200,95476,289137,18669,17082,31891,15876,7197,-1
1199814,248112,86234,54528,103761,143674,64381,31972,-1
1067456,756251,253138,64251,55083,24734,36506,28420,-1
784729,287328,66644,136651,28677,118800,32978,39641,-1
437404,383031,119504,52215,20368,77647,37558,31427,-1
2360050,344135,6607,71634,235802,57099,35719,18447,-1
1507378,709898,503500,236538,209441,189007,141420,125838,-1
1507378,709898,503500,236538,209441,189007,141420,125838,-1
2533246,448119,240324,54236,104779,201461,78628,106532,-1
1590057,612223,470390,645919,410915,455490,486207,240963,-1
1590057,612223,470390,645919,410915,455490,486207,240963,-1
421085,257713,136705,109431,276057,139789,22766,15801,-1
2688415,743941,709091,173589,1296661,532197,186489,254082,-1
2589125,174675,42675,63868,202552,139412,20019,4863,-1
1536408,1102568,127456,137570,166810,104959,30490,40712,-1
1324317,124496,223345,77660,82258,104652,24039,5944,-1
668795,251855,166139,203792,314898,145461,81131,85946,-1
798472,999925,305741,200719,652922,904357,553855,152376,-1
454092,257936,36300,28845,241786,152467,70911,24481,-1
454092,257936,36300,28845,241786,152467,70911,24481,-1
573330,302909,69394,58828,33731,60190,52743,32985,-1
295123,181919,28799,56486,118292,97841,21062,62227,-1
3202076,291846,112388,479146,63952,89901,79881,51170,-1
2127507,1216593,416586,338129,403248,233006,130499,64946,-1
550265,54566,102472,126775,145206,141485,155786,108699,-1
1771814,251242,289354,192666,66410,120785,191610,99198,-1
519668,259211,7729,135902,149610,63819,40589,41256,-1
519668,259211,7729,135902,149610,63819,40589,41256,-1
192080,174559,15800,34744,144306,60952,118989,111363,-1
800315,802076,674141,456346,166801,162549,210494,74045,-1
618644,659485,668844,544207,370769,516912,435347,239715,-1
681161,373326,20182,30934,97545,120222,90364,127398,-1
732755,130423,118907,57022,82675,88731,28933,15850,-1
526296,204772,699788,117194,178166,214452,57449,17267,-1
1058287,462576,151274,241517,208406,125902,2532,7657,-1
2449632,1536498,116921,180043,119014,364824,181451,77929,-1
1104328,86114,158242,76500,97030,259634,322725,85372,-1
848402,442942,145922,98479,60344,41307,37909,28053,-1
414443,252818,5650,97906,217152,176403,203956,94379,-1
826188,132391,47009,18322,208875,80726,15620,6640,-1
1938159,828896,1801871,129604,187467,157436,114577,17237,-1
1938159,828896,1801871,129604,187467,157436,114577,17237,-1
2456926,231302,104096,71185,118565,220114,56659,25051,-1
1147946,327472,168979,122616,331325,188899,99879,67005,-1
1716613,512627,181857,128294,215539,135817,15838,4889,-1
854480,138412,129397,176624,37793,193406,45838,57230,-1
539699,93016,76548,25792,172841,170192,93360,74794,-1
1026268,405071,127327,33649,49237,64608,5441,1181,-1
1026268,405071,127327,33649,49237,64608,5441,1181,-1
1060931,898692,178710,220759,181644,301718,68013,86751,-1
1944895,290295,120313,153125,63198,128326,49275,80731,-1
928312,99473,16077,56171,133918,58380,3633,3796,-1
498810,1602043,12118,38484,32595,184751,151091,135515,-1
811665,193827,98352,334358,207369,219255,171348,91376,-1
425053,188785,51176,26862,188411,95333,36824,45002,-1
663285,163079,76512,24510,76507,114512,130043,55761,-1
392213,154532,594738,605372,439560,412494,72007,33683,-1
890635,141562,277959,74178,112064,513670,80215,65787,-1
399807,1013990,826920,294205,472926,469420,541619,578048,-1
2439094,532578,38938,79887,11404,17502,15036,14148,-1
426694,452715,144695,126232,219446,70118,112633,7283,-1
1897826,377241,209428,10132,42174,75114,59139,46779,-1
685158,276398,80215,88866,96474,68890,38855,69168,-1
100854,132680,17827,64276,138047,113405,94278,122247,-1
2878614,1408865,378265,354266,691972,464255,137401,48543,-1
1074769,194050,15291,113612,118902,219214,94643,58510,-1
587962,64650,47210,133476,262700,86092,60264,33393,-1
587962,64650,47210,133476,262700,86092,60264,33393,-1
1820303,342622,457687,113268,71288,116299,21081,20601,-1
487595,329091,80693,28697,39390,79021,62808,60963,-1
742877,57106,113431,84066,281043,94944,56559,67865,-1
1235522,1133422,450863,393767,426074,980416,380018,265936,-1
454912,295343,159577,72615,87150,329596,14935,7920,-1
1681898,814432,362936,173024,498486,319361,200786,213898,-1
872812,127014,94163,115086,94928,65828,42771,9150,-1
686204,221440,96780,91416,127945,105015,42258,45130,-1
937370,365567,74469,267018,188452,185995,30346,23200,-1
923057,423538,5618,58770,67664,189022,64471,83422,-1
1680214,287460,138548,206882,325985,750363,403815,687709,-1
873165,177839,61715,40118,37181,45832,73569,31010,-1
219484,71911,13273,60716,104787,62763,68741,34825,-1
1096874,784324,54025,200899,99067,328091,111728,30511,-1
2450237,508491,844236,118425,192760,401500,549005,197354,-1
2450237,508491,844236,118425,192760,401500,549005,197354,-1
1967475,377231,748401,632672,417301,1313045,585164,339156,-1
937340,298250,528754,68124,73076,99663,72979,49969,-1
629073,349093,209511,68718,172370,167189,72929,218125,-1
1129654,656058,427563,467864,77081,168515,15786,15422,-1
1223426,109157,68765,97681,47976,128806,26079,30131,-1
454272,286321,91791,105613,96589,86227,49502,37265,-1
693268,52777,46354,30384,45974,37617,62273,67024,-1
693268,52777,46354,30384,45974,37617,62273,67024,-1
1527496,315878,33574,117877,252519,182268,133442,127530,-1
1004486,93439,131503,87850,89757,143603,96251,24713,-1
816499,208113,71792,41793,316570,126881,236667,106856,-1
666846,159270,31523,76643,105106,110252,41434,30137,-1
1341505,1264113,477935,436355,92022,127860,111446,71975,-1
995505,441032,164033,39665,25792,52603,4748,6744,-1
1266400,255745,117683,85265,105485,228806,269432,90949,-1
1266400,255745,117683,85265,105485,228806,269432,90949,-1
626083,142200,183816,45712,161230,191513,175184,52815,-1
2010971,468385,92999,146854,34322,36743,9716,2696,-1
917945,152561,182400,301105,231238,528825,143512,59036,-1
2640026,657034,363362,239371,195597,265287,344365,326107,-1
209744,54838,29852,51784,46706,199726,116393,32248,-1
1450133,92198,108809,90533,178137,43728,127314,70213,-1
821417,65358,240101,155939,363133,155237,72011,32708,-1
821417,65358,240101,155939,363133,155237,72011,32708,-1
961393,411975,213502,184958,746050,305872,229229,90878,-1
793707,241188,129155,47505,35735,64138,43533,31548,-1
514061,278376,210184,221544,88177,66216,43135,64639,-1
514061,278376,210184,221544,88177,66216,43135,64639,-1
923278,149473,264243,110046,87309,120985,45700,44528,-1
1106637,452300,145436,469062,183859,217273,212428,165212,-1
675921,772446,401889,135400,245041,204571,89097,40299,-1
621625,762868,283318,207384,93216,53852,62508,62959,-1
621625,762868,283318,207384,93216,53852,62508,62959,-1
645225,972820,30998,132137,427546,187268,190701,77842,-1
1140111,316797,80089,149327,121320,211787,80734,65969,-1
1638275,644195,249538,136312,257052,165859,42922,63122,-1
674165,694194,78298,108913,122840,65954,57727,68633,-1
1632877,428043,177683,250147,108265,188525,234438,74294,-1
1041828,767543,405845,236634,181974,233809,89661,77634,-1
829729,1695756,703637,403315,209183,296497,188030,173339,-1
2392706,1405792,1190785,108638,1016827,581593,1038575,186318,-1
1626336,1110323,1349798,120211,182723,335989,190544,44677,-1
1626336,1110323,1349798,120211,182723,335989,190544,44677,-1
2169725,1325659,261399,223348,305988,271639,251342,187013,-1
1932220,198967,37197,82296,63305,71053,35264,70994,-1
518752,170531,53552,102649,40846,128486,53909,125293,-1
1305086,472431,507403,164582,241230,520328,180269,69949,-1
1305086,472431,507403,164582,241230,520328,180269,69949,-1
948308,620882,306287,164433,272774,318283,298752,195417,-1
1204572,243162,315792,113227,52755,227368,90122,56971,-1
1410102,75756,27262,38216,11659,85744,47224,18836,-1
1877730,90777,84037,188201,241021,236620,137865,83904,-1
727923,133115,38703,54261,33474,77007,126521,41487,-1
352234,85847,181755,60739,41224,49345,19454,14042,-1
2403866,476207,24250,247645,84736,125395,37902,18638,-1
2412271,1216973,432889,1500747,1818374,835041,874666,437686,-1
341690,830144,203058,47769,346571,287969,249490,69803,-1
1450886,448528,568780,798748,501219,420100,103569,129649,-1
243937,243196,105121,79504,150231,72486,55079,21989,-1
1011871,1240878,1908857,246045,1037562,638943,413048,344043,-1
2362865,399072,166522,55147,149217,72792,61849,10658,-1
1650646,1096191,662905,716453,452132,298685,463149,280256,-1
2034043,1645792,754130,323867,108254,201402,33471,20139,-1
1798867,253069,238136,191215,378585,266079,78680,13910,-1
808836,605589,625845,422022,258472,224491,262190,230758,-1
323756,254711,76902,30840,73810,214931,305001,108681,-1
645888,1622763,248026,142110,496782,277532,169400,292025,-1
812275,235909,69824,271883,459087,131582,188374,61661,-1
1064041,220677,65478,47407,186473,259626,281098,83244,-1
1806555,738486,157350,177250,90593,83074,6122,6235,-1
2009264,996419,272184,56017,66000,151800,121889,51259,-1
764448,333723,23025,91766,54311,99046,2360,3141,-1
1008502,153248,101205,125923,274647,120536,127593,111437,-1
2484196,698260,18033,24148,17793,98336,26493,21390,-1
825892,593918,28191,37146,26439,76794,6656,4988,-1
468136,415569,221288,158291,40716,172509,140921,101134,-1
1405552,996197,316233,41086,45117,170236,13110,16463,-1
592679,70900,19723,158262,86763,42365,23711,11818,-1
1813511,1755391,185381,334939,244080,280333,44658,12465,-1
226458,178645,197293,118840,37782,116862,40992,83250,-1
868676,2005878,199438,76686,94456,58298,22051,9836,-1
565512,976093,159554,378941,110889,296503,138551,145247,-1
387108,57719,85164,131170,226193,209081,23368,25430,-1
2194695,442460,717545,417880,196453,237716,187652,250101,-1
2194695,442460,717545,417880,196453,237716,187652,250101,-1
529125,783182,454062,219549,242248,283446,60845,18676,-1
1299805,941440,1488858,998324,589694,182392,200538,47256,-1
1866113,659049,458887,282077,264970,386903,798375,194222,-1
1866113,659049,458887,282077,264970,386903,798375,194222,-1
2520343,951940,316785,74809,557159,388026,283190,442241,-1
272493,282152,88479,29070,45178,181279,115123,65355,-1
1025119,748974,194419,507080,103175,309012,278523,173293,-1
460352,171768,116964,69499,94487,129609,84211,98889,-1
460352,171768,116964,69499,94487,129609,84211,98889,-1
706546,170491,183562,105819,87932,267276,16360,7949,-1
567921,74935,98709,42395,54366,90809,58734,67095,-1
993217,875922,383553,175966,421133,118058,48149,34630,-1
589752,151218,66480,91160,96640,105018,58979,28153,-1
2104359,312919,201751,37073,17024,123421,18064,7091,-1
782651,63685,159259,80668,28010,103847,82408,88767,-1
1036230,1304958,195887,487898,273380,484273,1064809,102557,-1
1198254,180968,82924,102422,176732,90175,48481,21309,-1
901154,105019,37763,21219,109746,65821,27717,72277,-1
537620,252796,57081,61660,53316,127272,24090,85302,-1
1156062,741532,135091,69742,96111,50917,10697,7685,-1
3035077,1737743,227258,570990,357711,573892,617552,174400,-1
1598323,257228,127391,137405,32963,99817,136392,143676,-1
541789,733219,150155,299908,394028,71095,20304,8486,-1
727815,488890,245905,61839,166081,154273,22948,8428,-1
475704,97383,93096,31386,109714,175483,104847,34836,-1
1626814,147268,99290,40235,32901,89350,8861,7294,-1
856799,63665,45321,43907,36663,150472,49759,83074,-1
1752975,926357,409953,87645,180595,661402,23154,31443,-1
593815,508567,235672,140249,88410,143858,68515,52557,-1
584253,668262,125676,111689,287481,168165,7527,31100,-1
1004088,402325,37078,223584,75144,78994,70900,82369,-1
1181338,1080638,780555,37569,121489,54328,8201,4129,-1
617285,450105,228014,51073,270835,183091,147758,27957,-1
2272023,762242,170948,456329,455935,236993,399222,589088,-1
270128,1464763,77312,38698,33119,70880,7695,3235,-1
768190,238996,40281,145693,364558,129728,82134,136602,-1
874630,1099120,187642,323626,359339,326490,80235,37835,-1
782350,86554,83143,109272,116162,25876,22344,10279,-1
2173785,682303,48483,52567,79269,357995,34641,32924,-1
1943005,1869608,1759069,1166655,260711,2006298,202528,48251,-1
1249946,558340,344739,195135,420097,212206,65075,127790,-1
91864,275728,35189,6201,4860,17692,84681,6294,-1
1279046,1066721,352706,458292,591077,457302,522687,271203,-1
639530,246231,48079,62699,230640,219387,119051,49420,-1
1812958,218973,12631,10422,29905,77927,8974,4489,-1
1661492,275583,198624,200967,155987,187157,240953,112767,-1
717354,175846,76825,185847,321187,334517,319122,106003,-1
454947,162943,17838,7615,92172,64356,14123,19967,-1
384159,733104,148793,3833,37433,54237,30509,9252,-1
1661800,883898,130149,716973,620638,330533,409606,156240,-1
1661800,883898,130149,716973,620638,330533,409606,156240,-1
906143,71057,81294,74724,201660,90341,7147,3034,-1
763726,136168,60180,21522,136136,46063,5040,4509,-1
232416,205284,81534,29430,7106,148941,1665,2183,-1
586144,117024,204849,72505,50405,47017,20939,8907,-1
775556,436289,74105,88318,234719,316441,173558,109409,-1
775556,436289,74105,88318,234719,316441,173558,109409,-1
587275,131179,16398,62520,92634,87283,29880,26593,-1
830914,256580,94490,97971,14781,87089,66401,19291,-1
902155,575738,37692,143266,142677,213343,63421,98626,-1
1586943,323946,88604,59450,28848,121206,19494,22674,-1
882741,244421,71631,111051,265819,108395,170666,37874,-1
1196169,1628529,185171,52431,189851,140851,155580,63798,-1
504724,330931,321592,232706,137962,104177,99254,43295,-1
504724,330931,321592,232706,137962,104177,99254,43295,-1
549432,209215,100672,206420,358280,188185,199573,204581,-1
1283363,710248,27447,73626,73410,66243,41534,9955,-1
994699,746977,23497,51569,33829,62880,12373,13871,-1
1115157,886543,195603,132107,506068,248049,102352,69463,-1
654710,309725,31939,165584,182661,118878,82433,41364,-1
874437,566534,12457,85306,116035,53402,33311,18649,-1
562165,258206,80289,26181,272582,259683,152340,96058,-1
562165,258206,80289,26181,272582,259683,152340,96058,-1
767844,1058753,973142,598388,514683,287080,45786,46604,-1
437708,881377,189176,150576,165825,223859,24740,8871,-1
408524,27619,27565,42628,89671,94478,53858,80797,-1
408524,27619,27565,42628,89671,94478,53858,80797,-1
483446,588953,437984,144960,101233,196196,185560,89911,-1
1554447,1858560,1671383,1081250,817649,629169,764847,448536,-1
3094202,1191287,806872,444525,228337,684450,265450,186538,-1
1085366,920891,191397,68059,88579,616870,16278,44475,-1
1085366,920891,191397,68059,88579,616870,16278,44475,-1
1613698,1056968,109494,82179,343205,123240,28046,18772,-1
900941,1216626,567568,40058,30183,707501,23082,6806,-1
1720214,699084,846718,216725,252790,171922,227448,224638,-1
817755,551742,20012,74837,27590,50468,5587,12931,-1
2122269,810065,303135,179137,221054,439136,53356,11025,-1
2122269,810065,303135,179137,221054,439136,53356,11025,-1
1352406,819938,931827,219559,211481,486905,380524,298533,-1
1095592,1811455,141898,34440,60018,51679,19929,15592,-1
882991,458436,135007,256172,201154,253670,255820,107933,-1
1009418,1098810,77228,65183,49818,130850,8642,5194,-1
1790493,485610,168752,23801,64856,401815,16751,26604,-1
1790493,485610,168752,23801,64856,401815,16751,26604,-1
1707453,1495347,248277,429999,48933,293782,65908,6299,-1
1215060,54456,21506,20254,17214,101635,5188,6072,-1
1791312,671428,16664,32964,48331,46286,8944,3512,-1
1532097,126115,54892,48996,16661,81014,46004,5778,-1
1532097,126115,54892,48996,16661,81014,46004,5778,-1
466738,778301,321502,39891,43917,68342,13910,1455,-1
233711,2138135,115624,47256,37047,274816,43149,8739,-1
1467854,588571,106400,13084,94282,60891,4694,9848,-1
1467854,588571,106400,13084,94282,60891,4694,9848,-1
1962009,521326,8979,19126,9438,61383,25792,10587,-1
258025,612177,248117,425776,174366,252764,262328,47053,-1
417113,363198,895427,26636,24915,589384,4223,2509,-1
417113,363198,895427,26636,24915,589384,4223,2509,-1
798634,1380908,546658,180147,339540,285745,318237,534042,-1
2767465,620263,179076,55258,173813,85632,9228,6629,-1
2767465,620263,179076,55258,173813,85632,9228,6629,-1
889167,809068,89920,17625,59663,61490,10934,1757,-1
688065,58350,154985,6311,60327,103091,14777,6871,-1
365817,85223,75777,126077,17397,110857,6193,662,-1
365817,85223,75777,126077,17397,110857,6193,662,-1
1209195,202875,111381,40077,18782,92047,28117,11105,-1
1429683,882971,131547,65260,60320,182552,10257,8234,-1
1429683,882971,131547,65260,60320,182552,10257,8234,-1
1461962,522558,271347,87702,53934,515956,7497,5734,-1
1461962,522558,271347,87702,53934,515956,7497,5734,-1
1730749,1047280,329946,108139,210781,198714,146282,40307,-1
397365,75200,245536,22897,11156,133723,2210,2338,-1
397365,75200,245536,22897,11156,133723,2210,2338,-1
569404,655819,137005,42947,9219,128748,26074,7528,-1
2414180,445044,240942,469935,682110,321230,232415,95330,-1
3494382,1171791,225517,72967,21644,338797,6653,2385,-1
3494382,1171791,225517,72967,21644,338797,6653,2385,-1
644717,904915,20536,135174,182018,89321,71522,23494,-1
338697,743726,59646,96199,11713,123801,16746,4718,-1
424411,149335,104319,62356,108466,42003,10789,29530,-1
558766,1971971,238763,430334,660654,168636,193625,215775,-1
698175,1911339,406998,280743,54448,241666,26708,9228,-1
2154506,147805,289344,50516,35404,279028,3932,1909,-1
2154506,147805,289344,50516,35404,279028,3932,1909,-1
422300,160837,62928,75838,58192,67010,66113,20379,-1
512571,292537,54884,18679,26754,180135,7438,1504,-1
512571,292537,54884,18679,26754,180135,7438,1504,-1
1500309,1286261,26222,41224,12402,39980,9739,8677,-1
1016582,464355,128801,180760,41614,18208,38788,26887,-1
1280146,213045,31707,2665,4717,95805,969,1191,-1
1892379,1297169,141751,111156,105303,371356,18092,21192,-1
486790,931539,123714,36238,17246,96720,16646,11200,-1
486790,931539,123714,36238,17246,96720,16646,11200,-1
812054,1431711,33295,175753,231425,356209,433080,344265,-1
242604,24493,46203,63842,77449,55228,26937,47743,-1
961535,340648,134308,16080,19686,67237,4724,3407,-1
961535,340648,134308,16080,19686,67237,4724,3407,-1
743583,846650,271259,104390,226381,149527,106018,33189,-1
1263592,1096769,295995,39764,100900,33986,12186,3285,-1
1745366,507237,65927,46554,252666,131953,87673,47671,-1
1824423,1553225,215144,723440,496990,179225,62206,93226,-1
197392,49030,38870,29316,92478,121685,71445,28628,-1
301953,120952,259029,215923,110100,63228,89054,12402,-1
1429945,1628902,526344,627595,660394,927744,1388451,574925,-1
929509,648516,173125,85487,150489,140640,30031,15898,-1
208824,34654,43143,53018,105763,23089,32211,15293,-1
2719186,194428,83007,48645,13103,140763,10022,2179,-1
2719186,194428,83007,48645,13103,140763,10022,2179,-1
1498858,1521152,33567,54301,51375,56241,11287,6262,-1
685258,299591,26147,30942,17765,177717,21359,3453,-1
1055116,499394,499705,348983,145052,190270,113889,452759,-1
420919,424943,70302,17018,39735,263706,6740,6571,-1
420919,424943,70302,17018,39735,263706,6740,6571,-1
1073533,113779,167983,32829,103938,45003,29191,34684,-1
283251,926446,281104,85222,26907,80819,13335,4682,-1
1709990,1877105,589217,48661,51632,184202,28876,10771,-1
1515492,224996,275386,65866,33110,50564,7225,4823,-1
242252,663700,108824,21159,9782,24793,5046,1582,-1
1695096,815521,42453,14341,36966,27556,3586,5196,-1
605576,64631,116082,124031,10485,188497,13680,2542,-1
932651,814236,479606,25333,24210,137858,18163,15106,-1
1767665,419349,148106,135260,32637,209695,4743,2467,-1
1767665,419349,148106,135260,32637,209695,4743,2467,-1
286339,300201,72239,47869,79991,53501,39937,24065,-1
337014,837188,204128,11394,6069,345114,7781,6040,-1
1722689,731267,89263,178820,98142,241500,15895,18363,-1
409678,526957,183453,25354,21176,254836,12209,3895,-1
550404,243006,7071,38077,3743,138031,2039,1245,-1
550404,243006,7071,38077,3743,138031,2039,1245,-1
2356038,126508,165572,36966,60943,156339,25263,6316,-1
1816316,1569874,436857,102765,55661,771631,52942,22537,-1
1816316,1569874,436857,102765,55661,771631,52942,22537,-1
688266,216368,149541,33262,46460,117584,5675,3552,-1
688266,216368,149541,33262,46460,117584,5675,3552,-1
91892,220584,49841,74980,140112,123656,25722,11232,-1
1166054,315558,199346,119108,179717,287067,213979,68317,-1
2308243,571384,326186,95070,49732,78390,21639,16433,-1
2308243,571384,326186,95070,49732,78390,21639,16433,-1
1073010,561714,269801,22867,84898,309239,238828,68430,-1
401686,322813,451747,148954,328480,155789,142000,151437,-1
401686,322813,451747,148954,328480,155789,142000,151437,-1
860689,403124,48617,56787,88915,108736,6248,16276,-1
860689,403124,48617,56787,88915,108736,6248,16276,-1
334235,64348,464544,30363,10247,794001,16613,9710,-1
395085,1095539,472190,101443,23204,670569,15294,4749,-1
1393457,646106,114297,72301,94335,123229,18670,13708,-1
497389,646819,1056892,243790,137695,169032,21707,21563,-1
1307095,1416809,272994,173856,84891,148870,84501,193771,-1
1559995,217664,146800,81059,68980,98457,41240,23178,-1
1993096,733125,15147,37977,159598,50306,12867,5676,-1
1993096,733125,15147,37977,159598,50306,12867,5676,-1
74188,114563,44139,93982,117148,20782,3306,1532,-1
74188,114563,44139,93982,117148,20782,3306,1532,-1
606643,237665,106240,87353,131201,98176,40166,25865,-1
971469,594879,334718,232316,183693,139439,110923,31927,-1
533092,358462,116829,124898,508850,331258,253772,140430,-1
533092,358462,116829,124898,508850,331258,253772,140430,-1
1681232,1045076,88216,244741,209745,101835,22577,18272,-1
791314,1336876,265117,125077,843269,592437,91129,38873,-1
791314,1336876,265117,125077,843269,592437,91129,38873,-1
578539,370277,126473,45695,29382,42570,68265,35956,-1
751852,835528,116720,111577,105367,218156,31757,8753,-1
751852,835528,116720,111577,105367,218156,31757,8753,-1
591741,237065,139355,201241,61779,33266,44548,25625,-1
1068319,391138,58799,57096,34638,216592,22631,3766,-1
1068319,391138,58799,57096,34638,216592,22631,3766,-1
2592574,415902,96617,71590,99829,79274,45122,13696,-1
2592574,415902,96617,71590,99829,79274,45122,13696,-1
822121,500383,261701,331003,443040,362748,27179,10107,-1
822121,500383,261701,331003,443040,362748,27179,10107,-1
512314,92345,137617,96798,116746,166572,41172,27499,-1
2147102,1045940,129341,61396,160753,82093,22396,13482,-1
524455,214725,93767,31532,81931,106376,95766,65835,-1
1040871,497818,67841,149478,222397,129880,18736,4281,-1
1040871,497818,67841,149478,222397,129880,18736,4281,-1
1936325,423461,103424,8947,24884,71686,4295,3263,-1
185982,165510,58108,11281,24971,101837,105606,43383,-1
921073,297235,60351,59062,32651,205475,7147,1309,-1
921073,297235,60351,59062,32651,205475,7147,1309,-1
1324772,832953,659645,379959,294043,437946,228460,181020,-1
549814,243956,77951,40102,53848,71479,90068,46051,-1
1404320,131340,27605,31139,10957,113366,1300,2178,-1
1404320,131340,27605,31139,10957,113366,1300,2178,-1
2231515,855909,469575,357677,288397,243336,254660,199534,-1
1189847,725090,122083,50852,20197,46577,8552,5859,-1
437069,139731,76969,39740,16901,138757,138385,56960,-1
278131,1080664,146408,43683,29207,97363,2529,4250,-1
591029,396709,409045,353831,219441,148030,87197,13377,-1
815264,469444,215505,300513,208741,335146,313337,167075,-1
1306402,750143,61910,238833,14662,166953,11621,5876,-1
1306402,750143,61910,238833,14662,166953,11621,5876,-1
1844148,834463,228687,275049,467077,679859,494764,329100,-1
1329139,743530,95383,45453,66138,28506,11322,5796,-1
406181,472662,312793,395333,295774,54514,56671,50364,-1
697643,425820,100746,24173,21478,121683,8987,11722,-1
697643,425820,100746,24173,21478,121683,8987,11722,-1
977210,267040,204723,64998,30863,359037,6611,8501,-1
977210,267040,204723,64998,30863,359037,6611,8501,-1
1436276,33336,25061,18156,63697,95580,15411,6442,-1
586002,542773,59833,52363,18240,158450,4130,2623,-1
586002,542773,59833,52363,18240,158450,4130,2623,-1
567133,828737,136609,209702,99297,1771427,4576,6211,-1
567133,828737,136609,209702,99297,1771427,4576,6211,-1
32831,212799,112146,40804,31871,70951,24888,14104,-1
2531984,536016,464712,72816,85525,307576,13184,11558,-1
2531984,536016,464712,72816,85525,307576,13184,11558,-1
1145955,143264,3040,19776,11908,134421,3353,1351,-1
1637128,410183,79487,30582,74065,54163,16940,16476,-1
1541254,198904,101703,12050,107147,54500,54489,22340,-1
1197871,629116,4494,7680,44696,44050,8636,3267,-1
1882320,1001960,254201,131575,99925,266236,55081,19626,-1
848028,704438,63169,57818,22050,492121,17048,20274,-1
413069,177230,92478,59892,19799,249545,8013,11504,-1
1389558,404766,626408,121795,62383,624186,25072,14374,-1
1570987,369849,75230,30469,399801,24854,5620,7146,-1
934818,376608,34202,30171,77443,114547,38168,17057,-1
672659,379474,189289,119020,90517,392365,56470,31098,-1
1420433,470166,141258,257138,357162,240780,49655,8899,-1
748850,962333,58678,46740,89106,151896,28855,12986,-1
2221122,1050686,528312,496703,1590467,729965,180784,180522,-1
2117496,397452,129421,183889,33334,117901,60942,23747,-1
789772,951016,269700,31558,328983,168238,183409,84303,-1
1782395,1049778,147072,75314,36544,56565,42400,17137,-1
1010380,1439128,224119,239503,222631,157149,156068,104953,-1
2495487,444916,18713,48033,26269,27327,11889,13581,-1
690093,308788,181814,320740,46342,119505,48594,36823,-1
444013,911870,23765,155023,36855,82904,76508,10923,-1
1529124,935030,330474,103331,95994,66510,83973,69226,-1
2699672,485895,15274,56923,92463,43898,21100,36526,-1
1447230,282557,38427,75874,124728,117467,138701,30869,-1
1078779,746288,164767,87332,119344,151971,160529,69983,-1
929486,150308,111683,107043,34751,39075,37935,18441,-1
1443158,315687,124025,127419,50361,62899,59256,39731,-1
2119772,434954,139784,107817,63102,77387,68615,20323,-1
1286607,592449,135540,95337,89769,50415,68168,25438,-1
1865774,438490,106902,73876,67780,126796,35813,50155,-1
1339452,1190090,348935,187229,49427,121557,66461,23301,-1
953076,796986,158644,89371,46158,59556,101795,34387,-1
2123039,196021,21736,79162,51215,52298,63561,49029,-1
2077614,163578,73399,72444,59280,71896,44361,47737,-1
2826485,221829,121494,87383,54739,37199,90829,34118,-1
897086,593862,27204,45594,60454,194302,64192,23678,-1
657696,609415,49463,79399,76887,149345,126004,26386,-1
1298277,325797,607656,93255,165510,123340,82833,31483,-1
1391303,90339,164195,20519,64200,39700,25628,14126,-1
712941,824085,541077,54831,141493,145646,124273,33187,-1
1799049,784338,144881,121779,337254,160157,235603,412595,-1
1881436,363059,188376,105932,60044,51284,21418,12852,-1
3378,413845,18189,7231,3593,95090,5024,2980,-1
970238,773805,10487,51425,52280,157076,15277,16834,-1
1467289,1847812,163750,852901,961495,596657,505155,470716,-1
1379743,278638,3346,90682,145315,79155,38583,65088,-1
832876,716080,626889,44448,26999,298069,23225,12980,-1
1456242,703145,77860,437356,118558,334842,39996,39166,-1
285801,912291,38925,67833,76716,40630,21840,23744,-1
916269,223931,66823,164194,23135,115281,47639,14410,-1
476887,213965,94416,109383,61654,36547,93955,20269,-1
281027,1083586,13701,13757,20236,60688,11431,6047,-1
1482059,801468,104506,45354,119351,64750,40718,29171,-1
692396,1315487,60142,39209,86645,95918,10709,3955,-1
664603,1193028,157806,121643,76719,151460,39321,8791,-1
339190,1043630,87811,20219,9481,96072,9713,5443,-1
1432592,723343,124537,260841,259173,141314,108152,102489,-1
1825072,665402,182190,122021,190107,164119,60639,101909,-1
602047,985039,15710,95228,20034,75118,25200,26061,-1
1553504,520802,62542,43560,77486,47117,64977,30601,-1
2035786,670493,180699,261187,113559,158921,139933,53416,-1
852941,1322605,140207,131010,58543,44698,47400,35555,-1
1321742,140495,62838,70192,131859,164554,15380,21522,-1
1833816,900363,157032,66427,475527,237904,103283,176137,-1
750518,275582,160365,197856,183495,102126,76059,61443,-1
1070512,446527,134206,43043,45586,77510,112971,25197,-1
1000993,334292,40283,20135,34059,47144,100435,20847,-1
603616,545451,43726,47145,37439,41410,35753,20951,-1
991090,1078621,108884,152271,139727,36109,110548,26259,-1
1033777,58538,26805,45341,49807,130351,31458,22569,-1
3010903,364972,156946,17640,36882,42568,41072,10536,-1
809057,761320,32774,47996,26539,92825,33790,20448,-1
1291891,245750,71580,22674,43053,56922,76138,20374,-1
584191,1000800,42751,48240,59325,59726,177281,25207,-1
233195,419295,91339,30658,46785,128318,13985,8655,-1
367493,125956,133755,173817,45403,100212,43924,31909,-1
