r1,r2,r3,r4,r5,r6,r7,r8,label
1238485,205712,45804,62943,43017,145569,174025,52773,-1
2041727,1057757,19231,53529,42135,67444,58283,24062,-1
1834339,1548632,502436,366033,474896,287455,86383,78965,-1
1131828,84311,27297,40964,74786,77594,107499,55382,-1
1997560,831909,217623,105446,59776,81090,118172,76804,-1
951917,95387,263617,106378,205219,106812,184093,69709,-1
1705330,695335,120340,81734,35452,31580,11319,6945,-1
1762122,2171699,233307,639822,2181525,1414907,1067699,552326,-1
1973128,990888,252996,119741,251712,104083,78391,36002,-1
1210330,371723,93212,196294,212033,82382,50081,76514,-1
1097969,386899,61647,47207,571388,284196,103221,140644,-1
878111,36161,28990,24687,55409,97213,43114,15515,-1
2643050,90986,148333,155317,120574,38557,52630,45454,-1
1836876,1010053,443934,202478,343083,197698,293053,245319,-1
485658,323703,181253,118068,47246,8237,4362,3920,-1
1658314,394079,40251,43160,70734,56936,49169,38398,-1
1658314,394079,40251,43160,70734,56936,49169,38398,-1
1153098,166802,85068,58282,274512,355831,82578,117418,-1
2014892,168761,60272,169962,99368,68428,13846,2019,-1
2973591,1582501,166728,85623,83356,68794,34356,68959,-1
1029604,24805,47359,39340,30673,139996,296689,98916,-1
847197,1021263,121793,35228,213022,150689,51852,28369,-1
1337885,742345,228742,239286,272014,393094,476366,218684,-1
1230896,256126,79542,96402,164148,191819,115287,47242,-1
1061823,947554,658811,92121,264007,266372,198114,92807,-1
221347,454374,156242,304396,399697,381929,203963,216668,-1
624452,258548,103393,340974,112394,135866,116361,76934,-1
2555503,23705,76571,38513,70044,61921,6321,8061,-1
360565,1205877,238667,337424,706917,425877,419392,151455,-1
1821750,824029,226754,114380,77457,89946,49306,43298,-1
2843692,548691,62757,40758,82662,43397,7085,12193,-1
1144602,327225,108569,131435,128001,142365,201408,84038,-1
1035812,129904,84686,89063,74926,74547,36729,50361,-1
2254918,333757,88081,67745,7357,13893,14386,12802,-1
1055460,242675,319398,123419,114304,183910,275874,112971,-1
138043,281800,112301,54196,564597,273090,189555,70788,-1
1948474,2003258,462004,294657,394319,271990,33627,10401,-1
910041,160313,165253,474763,265837,494128,273868,215245,-1
454328,786486,19954,149380,35103,34695,67589,36568,-1
1616454,277569,22691,125690,27030,57464,112843,21356,-1
1616454,277569,22691,125690,27030,57464,112843,21356,-1
1141582,326021,320998,217187,249497,131338,141153,62099,-1
502523,1071250,249189,632210,558468,308382,171541,74184,-1
1460773,1879376,763072,1143650,455569,410101,158989,88065,-1
589967,108276,120959,90276,110014,52117,23355,19330,-1
1451225,692932,213475,185708,96762,50693,15460,14301,-1
964369,321772,103496,19666,43980,20702,71914,25133,-1
1527372,199529,224548,173031,393283,204095,128202,150965,-1
1045069,282082,68372,270499,262638,275410,175387,180880,-1
208079,186944,442734,139427,181155,387948,316909,269575,-1
2574163,116824,23659,9798,26447,14980,14298,42750,-1
728879,165828,259651,141779,257923,169551,123070,226426,-1
377259,639973,174729,73406,23477,22077,37016,16661,-1
1539719,65049,59920,242991,143818,143233,107746,37435,-1
762620,431012,194084,403133,96456,129880,125985,105242,-1
939325,687541,82543,19356,69549,40845,20529,37238,-1
291355,311401,155761,197343,180882,155958,116361,30645,-1
432380,114712,118139,155437,69332,99878,29635,10101,-1
3388399,452430,57157,261405,435409,610356,473577,288970,-1
282945,1185022,291051,107947,158852,186564,115732,71138,-1
157503,494058,81006,142618,206632,149091,114098,28675,-1
1016804,251036,137055,36029,260593,111143,119077,82599,-1
736883,360035,124482,134224,109728,25399,42385,36015,-1
460595,448716,136109,527605,294252,144869,117744,44587,-1
711097,880910,54070,100876,63638,11109,14284,9114,-1
802530,271169,110477,37465,82930,84554,128896,17196,-1
402261,236789,163963,145701,186958,52768,16697,35014,-1
322038,551358,139227,192257,242768,121171,133684,64206,-1
146736,230746,35203,84735,84280,46727,56201,28244,-1
1625539,705184,239216,119424,66594,118477,51035,42512,-1
1625539,705184,239216,119424,66594,118477,51035,42512,-1
1264102,628925,162340,105708,24579,77366,6257,5380,-1
3083707,176686,104061,26289,26686,5236,5357,3951,-1
1652386,66477,180995,131924,67434,91353,10822,5327,-1
1578799,205012,19506,52757,76426,57622,42397,18225,-1
1663730,224482,142686,84752,75637,41196,5528,9091,-1
197656,222408,50329,66702,32010,40118,66141,31003,-1
2042660,1901613,1474236,267858,248562,89563,94436,111845,-1
1432927,269181,310352,163136,134315,70614,62036,35901,-1
1396722,716750,207165,230306,103456,69768,17859,18040,-1
2488990,247008,128934,69630,66021,22487,17619,19706,-1
45958,147453,120128,9233,79295,34614,17109,13025,-1
45958,147453,120128,9233,79295,34614,17109,13025,-1
796986,288636,5031,48143,18511,28189,69229,29627,-1
1106719,243864,180391,97104,26487,62137,24182,18825,-1
876686,69909,22868,161170,36158,137610,81568,26148,-1
2538298,773395,81643,121367,25534,19987,7921,7802,-1
1451341,654726,104450,37642,15582,50491,79094,13682,-1
1073503,1058830,66628,98665,22040,31014,26532,29080,-1
1073503,1058830,66628,98665,22040,31014,26532,29080,-1
1679878,1103855,116431,124865,64641,33416,22195,8229,-1
1746614,285708,121783,47815,42841,58397,96935,14069,-1
977023,235259,9772,19743,86518,28627,27750,43113,-1
977023,235259,9772,19743,86518,28627,27750,43113,-1
1766922,56320,22895,45610,12428,95315,28028,6906,-1
3447451,799004,231604,142982,158892,216440,69401,36398,-1
1267213,197031,149413,92373,78865,35277,14426,11557,-1
81151,266236,68069,132462,96741,22348,7484,5171,-1
3634204,484311,81596,62986,21398,16056,22935,21826,-1
1637811,68751,29120,91931,24010,23961,31292,30759,-1
3217821,580056,215163,96574,37400,76301,48126,22281,-1
1300151,924754,308327,156607,325667,202908,77374,43594,-1
1261212,143368,28951,192646,68780,23360,21261,14061,-1
2573256,63512,216069,152194,27628,25544,21742,14169,-1
1282096,744436,290914,96893,105475,62776,6300,4326,-1
1958932,1264393,1281998,624034,199244,153112,107173,104931,-1
1958932,1264393,1281998,624034,199244,153112,107173,104931,-1
636159,499992,96120,45006,34737,26240,17035,28343,-1
374975,165723,144999,171874,85531,23904,29260,16368,-1
1349014,385972,154271,183280,88172,54775,39140,8522,-1
1349014,385972,154271,183280,88172,54775,39140,8522,-1
822056,181791,165479,72187,21102,35525,24777,9981,-1
1768222,139220,77984,26882,18461,28013,17691,68973,-1
481595,459724,25240,126744,92066,76508,23809,43804,-1
1154199,367764,110394,16745,110749,85792,13804,4542,-1
1223921,246309,253683,104606,83308,45340,25969,17419,-1
1914537,307298,74889,71890,82276,52656,8477,6118,-1
1796017,554912,72963,22869,38179,33239,7592,10182,-1
1981464,591046,37125,24556,66048,80133,63770,89832,-1
3091219,108578,12684,63782,25590,38759,70009,13284,-1
3091219,108578,12684,63782,25590,38759,70009,13284,-1
1094465,421748,60348,214269,216814,44518,33373,9241,-1
942092,82045,25474,132272,145287,101147,29826,14356,-1
2604062,462992,90642,88592,76238,119409,26633,38267,-1
2604062,462992,90642,88592,76238,119409,26633,38267,-1
1195889,351030,206168,37191,47628,42116,16821,22868,-1
3291151,261769,36215,28229,35105,43849,8966,2051,-1
265369,603220,86394,35552,38970,24269,11291,7484,-1
265369,603220,86394,35552,38970,24269,11291,7484,-1
618139,741828,139861,232127,89080,118737,104123,80836,-1
618139,741828,139861,232127,89080,118737,104123,80836,-1
1157967,495886,125976,21199,6986,8481,14600,17978,-1
2629307,414966,92426,221222,51973,191499,16843,8925,-1
2629307,414966,92426,221222,51973,191499,16843,8925,-1
1941765,59523,321490,28812,71356,23218,15321,16344,-1
1224454,369231,144541,106922,60960,36668,34931,25259,-1
1173623,263444,86194,45434,70261,115199,70172,11164,-1
1173623,263444,86194,45434,70261,115199,70172,11164,-1
2211708,878183,392102,217793,189569,174780,49165,15467,-1
1449394,1588870,217055,338760,102407,62115,28051,32842,-1
237563,241798,179045,11087,26146,40711,63670,27873,-1
305598,38954,28534,76965,95152,200921,34131,11265,-1
804168,548500,61996,103357,20792,30421,10962,9019,-1
305598,38954,28534,76965,95152,200921,34131,11265,-1
1399053,497451,8966,21354,107001,18107,12247,12695,-1
697525,272917,193814,16115,109542,21297,41672,11156,-1
1523056,689409,58468,32371,44905,15324,3386,8592,-1
2157486,206115,168829,167818,41187,36078,24738,35928,-1
753402,997998,22816,40703,49966,42367,23489,27984,-1
753402,997998,22816,40703,49966,42367,23489,27984,-1
888695,258693,234270,42424,38546,16760,27030,10861,-1
926327,168881,77802,90573,10593,55175,39500,15778,-1
926327,168881,77802,90573,10593,55175,39500,15778,-1
1325693,882429,42679,10367,12445,32425,11742,28768,-1
1274310,213303,16417,76475,33648,30753,125824,49579,-1
1497616,208399,48578,199732,41217,35294,15484,19596,-1
1415202,632637,66790,69475,44657,27744,53988,46672,-1
1415202,632637,66790,69475,44657,27744,53988,46672,-1
1003639,212617,119020,150177,36139,32284,39686,30416,-1
1713828,105770,77659,9718,85421,17469,16651,9511,-1
578363,97483,208998,18165,26391,42457,23079,22788,-1
770919,642350,75416,69687,111716,182631,40142,14900,-1
770919,642350,75416,69687,111716,182631,40142,14900,-1
1874294,256219,132188,281070,195675,243915,80581,27842,-1
2934828,43188,80638,94589,52184,27583,19045,19225,-1
1518612,377117,41197,154394,172308,90755,27970,14085,-1
1518612,377117,41197,154394,172308,90755,27970,14085,-1
1300309,181816,80510,73834,145368,93081,59588,54888,-1
1104691,129030,149419,60328,44479,143160,68804,176092,-1
1363889,273560,131893,166505,106487,76875,15565,8647,-1
1363889,273560,131893,166505,106487,76875,15565,8647,-1
524604,196378,18328,35846,153044,41147,22874,24285,-1
2099928,74835,51686,37523,82554,34926,77790,44238,-1
1258963,731227,29961,43691,24405,18653,36236,16753,-1
2231614,254034,265844,65029,47958,52694,114246,32221,-1
735862,809298,103541,299478,439364,190421,158672,65498,-1
2251433,1332048,166929,136626,42855,59512,14393,35322,-1
1779540,449504,50950,90114,34522,146192,68614,92616,-1
1989272,458471,261803,122897,77769,13358,8422,4418,-1
183446,248911,162808,171345,104575,19049,8390,5322,-1
1098939,418936,90275,15263,75592,22968,77340,42841,-1
2221801,613953,274609,181971,115214,17184,19046,8441,-1
769783,246035,111133,89337,118465,32322,14341,3386,-1
1258918,427271,6990,85890,31376,15109,11763,8306,-1
1258918,427271,6990,85890,31376,15109,11763,8306,-1
682603,826561,69803,19304,16804,69498,13665,29378,-1
412529,266861,115613,73901,41835,90797,70446,27485,-1
1722816,324370,182080,213959,413792,347365,283859,391305,-1
832395,268639,97419,117584,78312,35650,30675,55436,-1
1037237,879805,104136,65213,18720,18056,26585,26856,-1
280324,254128,165237,140677,162898,42515,43989,38671,-1
259399,19089,21050,32386,53877,67356,56270,20294,-1
305686,824562,171116,57985,29865,15665,15244,9136,-1
489427,53560,101443,83769,27160,39025,27340,28610,-1
534209,281303,46887,127328,92106,39060,32113,22145,-1
815443,418456,49973,44978,76336,39771,1453,1556,-1
563335,589362,113599,59837,10869,16899,12592,10827,-1
150954,703207,176734,66391,157688,72489,98707,41504,-1
1419137,280113,55622,115069,70021,63237,22740,10612,-1
482142,487167,51827,67294,74850,217923,34533,74203,-1
2221622,438428,128053,177168,311407,186138,18216,23242,-1
1049348,153810,181901,28766,21640,55164,49393,5275,-1
642104,357563,7220,42369,134978,42420,9202,5621,-1
2003057,1563313,33365,40205,87422,44172,19341,41330,-1
1170960,116232,180402,140698,164626,97244,11296,4411,-1
1519088,1183554,163288,76480,25706,49316,17141,41392,-1
212371,493194,32494,94888,169781,203597,84019,130195,-1
639677,477878,161831,135462,47707,43739,13977,17185,-1
639677,477878,161831,135462,47707,43739,13977,17185,-1
1290247,147346,152939,17927,159038,92104,17764,13898,-1
929945,174068,223810,81830,73701,72594,13465,21000,-1
2424571,963174,382441,266175,135715,188299,166676,44678,-1
1636112,2460378,123256,140891,52313,102994,36628,9460,-1
572507,261461,33181,16082,75243,23585,110997,24032,-1
2466663,593838,569656,32508,83038,36230,32560,38370,-1
814591,218179,130011,22832,23831,113693,58018,13383,-1
448872,889781,44458,32478,28779,41576,25771,30492,-1
982892,248890,86469,208027,41454,40494,15772,7873,-1
1224278,254080,156177,45219,51466,34384,12320,8727,-1
1146236,1283332,177610,97020,73302,183124,135537,27765,-1
555640,145622,166700,41357,39523,26402,18409,18322,-1
801655,387545,70991,163925,76956,37269,32505,21961,-1
1677437,275427,374898,312092,152138,39091,10244,7414,-1
1677437,275427,374898,312092,152138,39091,10244,7414,-1
1534766,860714,15131,46501,56893,54960,15930,11185,-1
882384,521735,107852,102596,69271,22232,22976,16852,-1
2480519,712275,41639,149004,61636,78200,47809,26341,-1
1708898,499912,119952,129668,98409,111350,60882,56863,-1
1424468,366237,46639,74977,37819,37825,12736,30191,-1
167503,263317,58423,111975,50333,50670,31273,11036,-1
167503,263317,58423,111975,50333,50670,31273,11036,-1
2483700,187827,71106,189548,123758,54502,9111,2260,-1
1615522,218220,203952,40782,69808,39590,21988,9582,-1
2736255,299585,38071,82900,22194,16979,46992,46562,-1
675560,94194,63658,18981,36820,69854,62849,44864,-1
467476,1122273,39378,32155,35180,45559,47298,38558,-1
2913857,1362434,80823,282727,63377,51591,40845,30404,-1
2838376,587263,73837,43131,33525,41199,10242,20739,-1
648136,107061,55072,71912,26147,34952,33384,42290,-1
2805019,947903,247617,202629,59431,72989,34137,76762,-1
1292789,607880,112271,29060,51820,75363,126293,21350,-1
830456,18981,111228,85977,8475,21005,23730,13329,-1
2920633,297423,173581,76443,23688,35359,24472,13781,-1
2253089,894403,219575,46402,50315,50658,81019,29812,-1
2729356,355034,28177,33100,83910,12918,11816,11785,-1
532750,824671,289286,694417,87179,148264,141171,85605,-1
2694722,229403,89644,38538,65988,41645,28528,18118,-1
2930439,491766,120890,113753,120392,43651,20517,7466,-1
1701233,762368,228436,29008,175428,73776,16488,12973,-1
802515,500759,63380,89138,19402,54911,47065,34786,-1
2242985,107416,166641,62940,10446,17852,15973,10076,-1
2034739,1113592,49955,22181,16525,25305,30876,29148,-1
2113864,431079,217636,33111,56240,29943,12199,8262,-1
823244,505603,85175,94321,118657,91816,33619,15757,-1
1675589,155251,159968,130223,99275,33934,32987,12371,-1
399585,101759,29238,81713,122558,53684,46389,23458,-1
1790735,705365,66222,36059,48343,18220,21203,18141,-1
264453,98744,50100,13668,20385,40818,84306,16700,-1
1455795,379838,72846,14890,46967,30073,21950,24727,-1
1672904,1330941,99719,114692,25832,65331,23086,54847,-1
794215,1174194,9550,26558,31598,51113,42114,10857,-1
2409341,46328,84220,45407,15775,57201,14483,15255,-1
2535597,650118,89194,50548,35058,32522,6831,3105,-1
795465,218302,40659,72005,31594,94200,71303,16475,-1
353109,775976,179644,117346,53466,27101,13200,5866,-1
654720,1195265,21196,113704,37435,200383,56020,34364,-1
1086328,705819,40905,171546,94228,57348,60333,61086,-1
608471,99592,36796,10375,9042,45607,75526,9226,-1
749103,234187,133627,22446,50737,23144,47207,18614,-1
736869,227157,64759,44689,37854,118605,55087,16000,-1
305583,614981,124866,62229,94130,43074,40346,60071,-1
1583134,241864,171620,96738,33261,56478,11581,4740,-1
1516631,270265,186267,149039,93388,38105,48396,37609,-1
1385468,248881,41297,129450,72630,55084,41192,60276,-1
1385468,248881,41297,129450,72630,55084,41192,60276,-1
1543081,318352,40404,4379,14479,43088,35474,61733,-1
1668153,243459,70605,31442,27155,27288,71023,21090,-1
1539352,172878,212418,50565,112910,70687,7889,2457,-1
2999,28538,30768,330974,10123,2997,2736,1479,-1
335440,143439,153496,144045,55960,16126,7930,1689,-1
1868658,1381873,339901,224626,131199,40447,46365,115872,-1
1494534,506495,40849,133958,56345,64938,29390,6157,-1
784428,262379,189284,8874,30448,35165,6789,6775,-1
2773183,118944,207388,102812,76091,203487,129994,20196,-1
1605521,397338,129220,107821,85273,194826,116589,33225,-1
1723262,810391,140265,65964,15768,34301,9969,9788,-1
1841751,881315,98383,73153,44009,37807,96409,17099,-1
1095441,610030,110352,177185,43679,34072,29444,10695,-1
2191596,302135,95776,87273,42514,27571,24674,24865,-1
1080021,1060810,150963,467288,456880,130827,62690,62199,-1
393300,730241,83594,45937,13808,13515,10087,13370,-1
2353598,505272,494662,181655,549994,128138,60921,79020,-1
603522,518084,153909,38875,16379,47524,29302,33763,-1
2201976,443659,92992,73521,89293,20745,16956,18256,-1
2201976,443659,92992,73521,89293,20745,16956,18256,-1
1909193,436719,376603,506947,172753,126291,47192,62224,-1
873061,1291103,11262,18783,20251,28314,25503,20556,-1
791811,551528,10538,37780,45712,29049,19620,93668,-1
1757404,2171907,147216,151656,35557,76660,64598,48432,-1
2151141,578841,228277,9824,46613,57655,25218,27028,-1
641049,586712,91424,67218,33910,28752,18406,9596,-1
3044183,71549,21386,29528,22864,18147,17479,26649,-1
695121,103279,19329,46136,156945,38643,9483,5626,-1
695121,103279,19329,46136,156945,38643,9483,5626,-1
2060184,365546,314028,266084,26403,162383,174964,46427,-1
1923161,894413,528301,205368,223570,217637,56516,55380,-1
